GO_ID	Symbol
GO:0050789	MED8
GO:0050789	CAND1
GO:0050789	WWC1
GO:0050789	FKBP1A
GO:0050789	TCTA
GO:0050789	DYNLT3
GO:0050789	KDM3A
GO:0050789	DCAF6
GO:0050789	FHL2
GO:0050789	FHL3
GO:0050789	TAF9
GO:0050789	LMTK3
GO:0050789	DOCK9
GO:0050789	TAF5
GO:0050789	TAF1
GO:0050789	GNG12
GO:0050789	FGF9
GO:0050789	NSFL1C
GO:0050789	SASH1
GO:0050789	LACTB
GO:0050789	PDGFC
GO:0050789	MAP3K7
GO:0050789	NCSTN
GO:0050789	ZNF395
GO:0050789	SULF2
GO:0050789	TRIM9
GO:0050789	TCF3
GO:0050789	TENC1
GO:0050789	PPP1R13B
GO:0050789	PUM2
GO:0050789	TCF4
GO:0050789	EFEMP1
GO:0050789	FBN1
GO:0050789	TCEA3
GO:0050789	RCC2
GO:0050789	PSD3
GO:0050789	TCEA1
GO:0050789	TIMP1
GO:0050789	TJP1
GO:0050789	TKT
GO:0050789	TLE1
GO:0050789	TLE2
GO:0050789	STK32C
GO:0050789	BLOC1S2
GO:0050789	TLE4
GO:0050789	TLN1
GO:0050789	ANKH
GO:0050789	COTL1
GO:0050789	SIRT3
GO:0050789	TSPAN8
GO:0050789	SIRT1
GO:0050789	NCS1
GO:0050789	HEY1
GO:0050789	NPTXR
GO:0050789	BRD4
GO:0050789	MIR663A
GO:0050789	ARHGAP18
GO:0050789	SF3B1
GO:0050789	SF3B3
GO:0050789	TERC
GO:0050789	EGLN3
GO:0050789	POFUT1
GO:0050789	RCOR2
GO:0050789	TFAM
GO:0050789	TFAP2A
GO:0050789	RPL13A
GO:0050789	CYP26B1
GO:0050789	SLC39A14
GO:0050789	TFE3
GO:0050789	NR2F1
GO:0050789	PES1
GO:0050789	EIF5A2
GO:0050789	DAAM2
GO:0050789	TGFA
GO:0050789	FNIP1
GO:0050789	TGFBR1
GO:0050789	TGFBI
GO:0050789	TGFB2
GO:0050789	RBFOX2
GO:0050789	TGFB1
GO:0050789	RASSF3
GO:0050789	TSPAN15
GO:0050789	TP53INP1
GO:0050789	H2AFV
GO:0050789	FOSL2
GO:0050789	NNT
GO:0050789	CABIN1
GO:0050789	THBD
GO:0050789	TIAL1
GO:0050789	TIA1
GO:0050789	KLF10
GO:0050789	GFI1
GO:0050789	GFRA1
GO:0050789	WDR76
GO:0050789	GDI2
GO:0050789	GEM
GO:0050789	SF3A2
GO:0050789	PLEKHH3
GO:0050789	MKKS
GO:0050789	ANP32A
GO:0050789	DGKH
GO:0050789	GHR
GO:0050789	SLC7A5
GO:0050789	NPRL3
GO:0050789	TMTC3
