gene	gfp_1	gfp_2	gfp_3	mep50_1	mep50_2	mep50_3	prmt5_1	prmt5_2	prmt5_3
MYLK	15.123002101832547	18.203571861802153	20.913144262818996	16.56377765414978	17.937119836558164	17.539202278883216	18.355858237073267	18.48015361210809	20.00482262495442
MYLK-AS1	0.5275465849476471	0.9178271526959069	0.5809206739671944	0.41933614314303247	0.5913336209854341	0.14495208494944806	0.17155007698199315	0.26978326441033706	0.7845028480374283
MYLK2	0.17584886164921568	0.45891357634795343	0	0	0.39422241399028934	0	0.17155007698199315	0.13489163220516853	0.1307504746729047
MYLK3	2.4618840630890193	0.7648559605799223	1.3070715164261872	0.20966807157151623	0.39422241399028934	0.5798083397977922	1.200850538873952	0.13489163220516853	0.6537523733645235
MYLK4	0.17584886164921568	0.30594238423196896	0.1452301684917986	0	0	0.14495208494944806	0.3431001539639863	0.13489163220516853	0
MYNN	27.78412014057608	26.158073851833347	24.689128643605763	30.401870377869855	24.441789667397938	29.8601294995863	26.933362086172924	25.359626854571683	23.27358449177704
MYO10	349.9392346819392	358.1055607435197	365.83479443084065	260.40774489182314	288.1765846269015	278.59790727283917	278.0826747878109	269.3785895137216	291.1813070965588
MYO15A	0.17584886164921568	0	0.5809206739671944	0	0	0	0.17155007698199315	0.13489163220516853	0.1307504746729047
MYO15B	0.8792443082460784	0.6118847684639379	1.0166111794425903	1.2580084294290974	0.9855560349757233	0.43485625484834417	0.6862003079279726	0.8093497932310112	0.6537523733645235
MYO16	1.0550931698952941	0.15297119211598448	0.726150842458993	0.6290042147145487	0.19711120699514467	0.2899041698988961	0.3431001539639863	0.4046748966155056	0.2615009493458094
MYO18A	78.6044411571994	80.00393347665988	68.69386969662074	70.44847204802946	72.73403538120839	76.09984459846022	68.44848071581526	72.841481390791	70.08225442467692
MYO19	115.35685324188549	115.3402788554523	118.07212698383226	118.04312429476364	118.85805781807224	110.16358456158052	103.78779657410585	108.04819739634	103.55437594094053
MYO1A	0.35169772329843135	0.7648559605799223	0.8713810109507916	1.6773445725721299	1.3797784489660128	2.319233359191169	0.17155007698199315	0	0.39225142401871416
MYO1B	190.26846830445137	192.8966732582564	194.6084257790101	254.32737081624919	233.3796690822513	236.4168505525498	266.24571947605335	265.3318405475665	275.36049966113734
MYO1C	246.7159528938496	245.21282096192311	234.40149194576293	246.98898831124612	251.71101133279976	249.17263402810121	198.99808929911205	188.71339345503077	194.5567063132822
MYO1D	2.637732924738235	3.824279802899612	2.3236826958687775	2.0966807157151623	1.9711120699514466	2.754089614039513	2.9163513086938835	1.0791330576413483	1.4382552214019517
MYO1E	217.34919299843057	225.32656598684514	229.89935672251718	224.5545046530939	220.5674406275669	230.18391089972351	177.7258797533449	178.73141267184832	190.24194064907635
MYO1F	0.35169772329843135	0.7648559605799223	0.1452301684917986	0.6290042147145487	0.5913336209854341	0.2899041698988961	0.17155007698199315	0.5395665288206741	0.2615009493458094
MYO5A	99.70630455510529	100.80801560443378	95.56145086760347	93.93129606403927	103.08916125846066	112.4828179207717	106.87569795978173	111.28559656926404	109.96114919991287
MYO5B	7.209803327617843	7.495588413683239	7.842429098557124	18.660458369864944	16.95156380158244	15.075016834742598	13.209355927613473	15.512537703594381	13.728799840654995
MYO5C	14.5954555168849	14.68523444313451	11.47318331085209	12.580084294290973	16.163118973601865	14.060352240096462	11.836955311757528	7.958606300104943	9.937036075140758
MYO6	74.0323707543198	82.45147255051563	72.3246239089157	59.12639618316758	66.22936555036861	64.64862988745384	47.004721093066124	55.03578593970876	52.95394224252641
